dlist,elist,genus_jw,se_jw,gender_switch
Allophyllum gilioides,Allophyllum gilioides,1.0,1.0,False
Allophyllum integrifolium,Allophyllum integrifolium,1.0,1.0,False
Allophylus pauciflorus,Allophylus pauciflorus,1.0,1.0,False
Allophylus bicruris,Allophylus bicruris,1.0,1.0,False
Allophylus puberulus,Allophylus puberulus,1.0,1.0,False
Allophylus ligustrinus,Allophylus ligustrinus,1.0,1.0,False
Allophylus rheedei,Allophylus rheedei,1.0,1.0,False
Allophylus villosus,Allophylus villosus,1.0,1.0,False
Allophylus fulvinervis,Allophylus fulvinervis,1.0,1.0,False
Allophylus natalensis,Allophylus natalensis,1.0,1.0,False
Allophylus roigii,Allophylus roigii,1.0,1.0,False
Allophylus ternatus,Allophylus ternatus,1.0,1.0,False
Allophylus membranifolius,Allophylus membranifolius,1.0,1.0,False
Allophylus serratus,Allophylus serratus,1.0,1.0,False
Allophylus leptostachys,Allophylus leptostachyus,1.0,1.0,False
Allophylus javensis,Allophylus javensis,1.0,1.0,False
Allophylus decaryi,Allophylus decaryi,1.0,1.0,False
Allophylus boinensis,Allophylus boinensis,1.0,1.0,False
Allophylus simplex,Allophylus simplex,1.0,1.0,False
Allophylus panamensis,Allophylus panamensis,1.0,1.0,False
Allophylus glaber,Allophylus glaber,1.0,1.0,False
Allophylus salignus,Allophylus salignus,1.0,1.0,False
Allophylus cobbe,Allophylus cobbe,1.0,1.0,False
Allophylus aporeticus,Allophylus aporeticus,1.0,1.0,False
Allophylus racemosus,Allophylus racemosus,1.0,1.0,False
Allophylus cochinchinensis,Allophylus cochinchinensis,1.0,1.0,False
Allophylus arboreus,Allophylus arboreus,1.0,1.0,False
Allophylus edulis,Allophylus edulis,1.0,1.0,False
Allophylus erosus,Allophylus erosus,1.0,1.0,False
Allophylus triphyllus,Allophylus triphyllus,1.0,1.0,False
Allophylus pervillei,Allophylus pervillei,1.0,1.0,False
Allophylus nigrescens,Allophylus nigrescens,1.0,1.0,False
Allophylus macrocarpus,Allophylus macrocarpus,1.0,1.0,False
Allophylus trichodesmus,Allophylus trichodesmus,1.0,1.0,False
Allophylus serrulatus,Allophylus serrulatus,1.0,1.0,False
Allophylus rufescens,Allophylus rufescens,1.0,1.0,False
Allophylus gardineri,Allophylus gardineri,1.0,1.0,False
Allophylus psilospermus,Allophylus psilospermus,1.0,1.0,False
Allophylus mutabilis,Allophylus mutabilis,1.0,1.0,False
Allophylus celebicus,Allophylus celebicus,1.0,1.0,False
Allophyton mexicanum,Allophyton mexicanum,1.0,1.0,False
Alloteropsis cimicina,Alloteropsis cimicina,1.0,1.0,False
Alloteropsis semialata,Alloteropsis semialata,1.0,1.0,False
Allotoonia woodsoniana,Allotoonia woodsoniana,1.0,1.0,False
Allotoonia agglutinata,Allotoonia agglutinata,1.0,1.0,False
Alloxylon flammeum,Alloxylon flammeum,1.0,1.0,False
Alloxylon wickhamii,Alloxylon wickhamii,1.0,1.0,False
Alluaudia humbertii,Alluaudia humbertii,1.0,1.0,False
Alluaudia ascendens,Alluaudia ascendens,1.0,1.0,False
Alluaudia montagnacii,Alluaudia montagnacii,1.0,1.0,False
Alluaudia procera,Alluaudia procera,1.0,1.0,False
Almutaster pauciflorus,Almutaster pauciflorus,1.0,1.0,False
Alniphyllum fauriei,Alniphyllum fauriei,1.0,1.0,False
Alniphyllum megaphyllum,Alniphyllum megaphyllum,1.0,1.0,False
Alniphyllum hainanense,Alniphyllum hainanense,1.0,1.0,False
Alniphyllum fortunei,Alniphyllum fortunei,1.0,1.0,False
Alniphyllum macranthum,Alniphyllum macranthum,1.0,1.0,False
Alnus fauriei,Alnus fauriei,1.0,1.0,False
Alnus cremastogyne,Alnus cremastogyne,1.0,1.0,False
Alnus maximoviczii,Alnus maximowiczii,1.0,0.977777777778,False
Alnus acuminata,Alnus acuminata,1.0,1.0,False
Alnus japonica,Alnus japonica,1.0,1.0,False
Alnus viridis,Alnus viridis,1.0,1.0,False
Alnus mandshurica,Alnus mandshurica,1.0,1.0,False
Alnus serrata,Alnus serrulata,1.0,0.955555555556,False
Alnus serrulata,Alnus serrulata,1.0,1.0,False
Alnus maximowiczii,Alnus maximowiczii,1.0,1.0,False
Alnus mayrii,Alnus mayrii,1.0,1.0,False
Alnus matsumurae,Alnus matsumurae,1.0,1.0,False
Alnus jorullensis,Alnus jorullensis,1.0,1.0,False
Alnus nitida,Alnus nitida,1.0,1.0,False
Alnus firma,Alnus firma,1.0,1.0,False
Alnus pubescens,Alnus pubescens,1.0,1.0,False
Alnus orientalis,Alnus orientalis,1.0,1.0,False
Alnus microphylla,Alnus macrophylla,1.0,0.945454545455,False
Alnus incana,Alnus incana,1.0,1.0,False
Alnus hirsuta,Alnus hirsuta,1.0,1.0,False
Alnus henryi,Alnus henryi,1.0,1.0,False
Alnus glutinosa,Alnus glutinosa,1.0,1.0,False
Alnus subcordata,Alnus subcordata,1.0,1.0,False
Alnus maritima,Alnus maritima,1.0,1.0,False
Alnus cordata,Alnus cordata,1.0,1.0,False
Alnus sieboldiana,Alnus sieboldiana,1.0,1.0,False
Alnus nepalensis,Alnus nepalensis,1.0,1.0,False
Alnus elliptica,Alnus elliptica,1.0,1.0,False
Alnus oblongifolia,Alnus oblongifolia,1.0,1.0,False
Alnus trabeculosa,Alnus trabeculosa,1.0,1.0,False
Alnus rubra,Alnus rubra,1.0,1.0,False
Alnus rhombifolia,Alnus rhombifolia,1.0,1.0,False
Alnus mirbellii,Alnus mirbelii,1.0,0.985185185185,False
Alnus formosana,Alnus formosana,1.0,1.0,False
Alnus pendula,Alnus pendula,1.0,1.0,False
Alnus serrulatoides,Alnus serrulatoides,1.0,1.0,False
Alocasia macrorrhizos,Alocasia macrorrhizos,1.0,1.0,False
Alocasia brisbanensis,Alocasia brisbanensis,1.0,1.0,False
Alocasia odora,Alocasia odora,1.0,1.0,False
Alocasia macrorhiza,Alocasia macrorrhizos,1.0,0.953333333333,False
Aloe ramosissima,Aloe ramosissima,1.0,1.0,False
Aloe vera,Aloe vera,1.0,1.0,False
Aloe elegans,Aloe elegans,1.0,1.0,False
Aloe officinalis,Aloe officinalis,1.0,1.0,False
Aloe barberae,Aloe barberae,1.0,1.0,False
Aloe striatula,Aloe striata,1.0,0.97037037037,False
Aloe humilis,Aloe humilis,1.0,1.0,False
Aloe deltoideodonta,Aloe deltoideodonta,1.0,1.0,False
Aloe occidentalis,Aloe occidentalis,1.0,1.0,False
Aloe africana,Aloe africana,1.0,1.0,False
Aloe bakeri,Aloe bakeri,1.0,1.0,False
Aloe variegata,Aloe variegata,1.0,1.0,False
Aloe glauca,Aloe glauca,1.0,1.0,False
Aloe sinkatana,Aloe sinkatana,1.0,1.0,False
Aloe viguieri,Aloe viguieri,1.0,1.0,False
Aloe bulbillifera,Aloe bulbillifera,1.0,1.0,False
Aloe imalotensis,Aloe imalotensis,1.0,1.0,False
Aloe verecunda,Aloe verecunda,1.0,1.0,False
Aloe ferox,Aloe ferox,1.0,1.0,False
Aloe lineata,Aloe lineata,1.0,1.0,False
Aloe juvenna,Aloe juvenna,1.0,1.0,False
Aloe ciliaris,Aloe ciliaris,1.0,1.0,False
Aloe striata,Aloe striata,1.0,1.0,False
Aloe aristata,Aloe aristata,1.0,1.0,False
Aloe pillansii,Aloe pillansii,1.0,1.0,False
Aloe karasbergensis,Aloe karasbergensis,1.0,1.0,False
Aloe longiflora,Aloe longifolia,1.0,0.958518518519,False
Aloe lavranosii,Aloe lavranosii,1.0,1.0,False
Aloe abyssicola,Aloe abyssinica,1.0,0.946666666667,False
Aloe conifera,Aloe conifera,1.0,1.0,False
Aloe komaggasensis,Aloe komaggasensis,1.0,1.0,False
Aloe succotrina,Aloe succotrina,1.0,1.0,False
Aloe purpurea,Aloe purpurea,1.0,1.0,False
Aloe scobinifolia,Aloe scobinifolia,1.0,1.0,False
Aloe abyssinica,Aloe abyssinica,1.0,1.0,False
Aloe acutissima,Aloe acutissima,1.0,1.0,False
Aloe maculata,Aloe maculata,1.0,1.0,False
Aloe macra,Aloe macra,1.0,1.0,False
Aloe percrassa,Aloe percrassa,1.0,1.0,False
Aloe suprafoliata,Aloe suprafoliata,1.0,1.0,False
Aloe inermis,Aloe inermis,1.0,1.0,False
Aloe somaliensis,Aloe somaliensis,1.0,1.0,False
Aloe perfoliata,Aloe perfoliata,1.0,1.0,False
Aloe forbesii,Aloe forbesii,1.0,1.0,False
Aloe ecklonis,Aloe ecklonis,1.0,1.0,False
Aloe jucunda,Aloe jucunda,1.0,1.0,False
Aloe arborescens,Aloe arborescens,1.0,1.0,False
Aloe niebuhriana,Aloe niebuhriana,1.0,1.0,False
Aloe plicatilis,Aloe plicatilis,1.0,1.0,False
Aloe dichotoma,Aloe dichotoma,1.0,1.0,False
Alona rostrata,Alona rostrata,1.0,1.0,False
Alonsoa incisifolia,Alonsoa incisifolia,1.0,1.0,False
Alonsoa parviflora,Alonsoa parviflora,1.0,1.0,False
Alonsoa unilabiata,Alonsoa unilabiata,1.0,1.0,False
Alonsoa procumbens,Alonsoa procumbens,1.0,1.0,False
Alonsoa grandiflora,Alonsoa grandiflora,1.0,1.0,False
Alonsoa meridionalis,Alonsoa meridionalis,1.0,1.0,False
Alonsoa warscewiczii,Alonsoa warscewiczii,1.0,1.0,False
Alonsoa urticifolia,Alonsoa urticifolia,1.0,1.0,False
Alonsoa myrtifolia,Alonsoa myrtifolia,1.0,1.0,False
Alopecurus japonicus,Alopecurus japonicus,1.0,1.0,False
Alopecurus gerardii,Alopecurus gerardii,1.0,1.0,False
Alopecurus textilis,Alopecurus textilis,1.0,1.0,False
Alopecurus bulbosus,Alopecurus bulbosus,1.0,1.0,False
Alopecurus pratensis,Alopecurus pratensis,1.0,1.0,False
Alopecurus gerardi,Alopecurus gerardii,1.0,0.9875,True
Alopecurus magellanicus,Alopecurus magellanicus,1.0,1.0,False
Alopecurus myosuroides,Alopecurus myosuroides,1.0,1.0,False
Alopecurus paniceus,Alopecurus paniceus,1.0,1.0,False
Alopecurus carolinianus,Alopecurus carolinianus,1.0,1.0,False
Alopecurus brachystachyus,Alopecurus brachystachyus,1.0,1.0,False
Alopecurus arundinaceus,Alopecurus arundinaceus,1.0,1.0,False
Alopecurus vaginatus,Alopecurus vaginatus,1.0,1.0,False
Alopecurus aequalis,Alopecurus aequalis,1.0,1.0,False
Alopecurus alpinus,Alopecurus alpinus,1.0,1.0,False
Alopecurus creticus,Alopecurus creticus,1.0,1.0,False
Alopecurus bonariensis,Alopecurus bonariensis,1.0,1.0,False
Alopecurus geniculatus,Alopecurus geniculatus,1.0,1.0,False
Alophia drummondii,Alophia drummondii,1.0,1.0,False
Alophia veracruzana,Alophia veracruzana,1.0,1.0,False
Aloysia beckii,Aloysia beckii,1.0,1.0,False
Aloysia schulziana,Aloysia schulziana,1.0,1.0,False
Aloysia wrightii,Aloysia wrightii,1.0,1.0,False
Aloysia sellowii,Aloysia sellowii,1.0,1.0,False
Aloysia gratissima,Aloysia gratissima,1.0,1.0,False
Aloysia meyeri,Aloysia meyeri,1.0,1.0,False
Aloysia chacoensis,Aloysia chacoensis,1.0,1.0,False
Alphitonia franguloides,Alphitonia franguloides,1.0,1.0,False
Alphitonia moluccana,Alphitonia moluccana,1.0,1.0,False
Alphitonia excelsa,Alphitonia excelsa,1.0,1.0,False
Alphitonia incana,Alphitonia incana,1.0,1.0,False
Alphonsea elliptica,Alphonsea elliptica,1.0,1.0,False
Alphonsea boniana,Alphonsea boniana,1.0,1.0,False
Alphonsea javanica,Alphonsea javanica,1.0,1.0,False
Alphonsea kinabaluensis,Alphonsea kinabaluensis,1.0,1.0,False
Alphonsea maingayi,Alphonsea maingayi,1.0,1.0,False
Alpinia caerulea,Alpinia caerulea,1.0,1.0,False
Alpinia galanga,Alpinia galanga,1.0,1.0,False
Alpinia zerumbet,Alpinia zerumbet,1.0,1.0,False
Alpinia japonica,Alpinia japonica,1.0,1.0,False
Alpinia kumatake,Alpinia kumatahe,1.0,0.966666666667,False
Alpinia vittata,Alpinia vittata,1.0,1.0,False
Alpinia javanica,Alpinia javanica,1.0,1.0,False
Alpinia nutans,Alpinia nutans,1.0,1.0,False
Alpinia arundelliana,Alpinia arundelliana,1.0,1.0,False
Alpinia purpurata,Alpinia purpurata,1.0,1.0,False
Alpinia chinensis,Alpinia chinensis,1.0,1.0,False
Alpinia intermedia,Alpinia intermedia,1.0,1.0,False
Alpinia conchigera,Alpinia conchigera,1.0,1.0,False
Alseis blackiana,Alseis blackiana,1.0,1.0,False
Alseis peruviana,Alseis peruviana,1.0,1.0,False
Alseis lugonis,Alseis lugonis,1.0,1.0,False
Alseis floribunda,Alseis floribunda,1.0,1.0,False
Alseodaphne hainanensis,Alseodaphne hainanensis,1.0,1.0,False
Alseodaphne perakensis,Alseodaphne perakensis,1.0,1.0,False
Alseodaphne chinensis,Alseodaphne chinensis,1.0,1.0,False
Alseodaphne habrotricha,Alseodaphne habrotricha,1.0,1.0,False
Alseuosmia macrophylla,Alseuosmia macrophylla,1.0,1.0,False
Alseuosmia quercifolia,Alseuosmia quercifolia,1.0,1.0,False
Alseuosmia pusilla,Alseuosmia pusilla,1.0,1.0,False
Alsine striata,Alsine striata,1.0,1.0,False
Alsine alpina,Alsine alpina,1.0,1.0,False
Alsine erecta,Alsine erecta,1.0,1.0,False
Alsine procumbens,Alsine procumbens,1.0,1.0,False
Alsine radicans,Alsine radicans,1.0,1.0,False
Alsine hirta,Alsine hirta,1.0,1.0,False
Alsine muscorum,Alsine muscorum,1.0,1.0,False
Alsine biflora,Alsine biflora,1.0,1.0,False
Alsine muscosa,Alsine muscosa,1.0,1.0,False
Alsine marina,Alsine marina,1.0,1.0,False
Alsine serpyllifolia,Alsine serpyllifolia,1.0,1.0,False
Alsine gerardi,Alsine gerardii,1.0,0.9875,True
Alsine umbellata,Alsine umbellata,1.0,1.0,False
Alsine saxatilis,Alsine saxatilis,1.0,1.0,False
Alsine latifolia,Alsine latifolia,1.0,1.0,False
Alsine rubra,Alsine rubra,1.0,1.0,False
Alsine linifolia,Alsine liniflora,1.0,0.94212962963,False
Alsine caespitosa,Alsine caespitosa,1.0,1.0,False
Alsine trinervia,Alsine trinervia,1.0,1.0,False
Alsine picta,Alsine picta,1.0,1.0,False
Alsine glomerata,Alsine glomerata,1.0,1.0,False
Alsine verna,Alsine verna,1.0,1.0,False
Alsine rubella,Alsine rubella,1.0,1.0,False
Alsine liniflora,Alsine liniflora,1.0,1.0,False
Alsine marginata,Alsine marginata,1.0,1.0,False
Alsine laricifolia,Alsine laricifolia,1.0,1.0,False
Alsine peploides,Alsine peploides,1.0,1.0,False
Alsobia punctata,Alsobia punctata,1.0,1.0,False
Alsobia dianthiflora,Alsobia dianthiflora,1.0,1.0,False
Alsodeia floribunda,Alsodeia floribunda,1.0,1.0,False
Alsodeia ilicifolia,Alsodeia ilicifolia,1.0,1.0,False
Alsodeia pubiflora,Alsodeia pubiflora,1.0,1.0,False
Alsomitra macrocarpa,Alsomitra macrocarpa,1.0,1.0,False
Alsomitra peruviana,Alsomitra peruviana,1.0,1.0,False
Alsomitra pubescens,Alsomitra pubescens,1.0,1.0,False
Alsomitra clavigera,Alsomitra clavigera,1.0,1.0,False
Alsomitra muelleri,Alsomitra muelleri,1.0,1.0,False
Alsomitra integrifolia,Alsomitra integrifoliola,1.0,1.0,False
Alsomitra trifoliolata,Alsomitra trifoliolata,1.0,1.0,False
Alsophila fauriei,Alsophila fauriei,1.0,1.0,False
Alsophila cooperi,Alsophila cooperi,1.0,1.0,False
Alsophila cuspidata,Alsophila cuspidata,1.0,1.0,False
Alsophila brunoniana,Alsophila brunoniana,1.0,1.0,False
Alsophila decipiens,Alsophila decipiens,1.0,1.0,False
Alsophila contaminans,Alsophila contaminans,1.0,1.0,False
Alsophila spinulosa,Alsophila spinulosa,1.0,1.0,False
Alsophila alata,Alsophila alata,1.0,1.0,False
Alsophila colensoi,Alsophila colensoi,1.0,1.0,False
Alsophila senilis,Alsophila senilis,1.0,1.0,False
Alstonia pangkorensis,Alstonia pangkorensis,1.0,1.0,False
Alstonia longifolia,Alstonia longifolia,1.0,1.0,False
Alstonia paucinervia,Alstonia paucinervia,1.0,1.0,False
Alstonia oblongifolia,Alstonia oblongifolia,1.0,1.0,False
Alstonia costata,Alstonia costata,1.0,1.0,False
Alstonia brassii,Alstonia brassii,1.0,1.0,False
Alstonia boonei,Alstonia boonei,1.0,1.0,False
Alstonia macrophylla,Alstonia macrophylla,1.0,1.0,False
Alstonia macrantha,Alstonia macrantha,1.0,1.0,False
Alstonia glabriflora,Alstonia glabriflora,1.0,1.0,False
Alstonia scholaris,Alstonia scholaris,1.0,1.0,False
Alstonia oleandraefolia,Alstonia oleandrifolia,1.0,0.969688644689,False
Alstonia pacifica,Alstonia pacifica,1.0,1.0,False
Alstonia batino,Alstonia batino,1.0,1.0,False
Alstonia costulata,Alstonia costulata,1.0,1.0,False
Alstroemeria graminea,Alstroemeria graminea,1.0,1.0,False
Alstroemeria isabellana,Alstroemeria isabellana,1.0,1.0,False
Alstroemeria aurea,Alstroemeria aurea,1.0,1.0,False
Alstroemeria pulchella,Alstroemeria pulchella,1.0,1.0,False
Alstroemeria pelegrina,Alstroemeria pelegrina,1.0,1.0,False
Alstroemeria ligtu,Alstroemeria ligtu,1.0,1.0,False
Alstroemeria andina,Alstroemeria andina,1.0,1.0,False
Alstroemeria paupercula,Alstroemeria paupercula,1.0,1.0,False
Alstroemeria angustifolia,Alstroemeria angustifolia,1.0,1.0,False
Alstroemeria patagonica,Alstroemeria patagonica,1.0,1.0,False
Alstroemeria pygmaea,Alstroemeria pygmaea,1.0,1.0,False
Alstroemeria pulchra,Alstroemeria pulchra,1.0,1.0,False
Alstroemeria caryophyllacea,Alstroemeria caryophyllaea,1.0,1.0,False
Alstroemeria viridiflora,Alstroemeria viridiflora,1.0,1.0,False
Alstroemeria pallida,Alstroemeria pallida,1.0,1.0,False
Alstroemeria caryophyllaea,Alstroemeria caryophyllaea,1.0,1.0,False
Alternanthera achyranthes,Alternanthera achyranthes,1.0,1.0,False
Alternanthera virgata,Alternanthera virgata,1.0,1.0,False
Alternanthera sennii,Alternanthera sennii,1.0,1.0,False
Alternanthera maritima,Alternanthera maritima,1.0,1.0,False
Alternanthera micrantha,Alternanthera micrantha,1.0,1.0,False
Alternanthera caracasana,Alternanthera caracasana,1.0,1.0,False
Alternanthera amabilis,Alternanthera amabilis,1.0,1.0,False
Alternanthera ficoidea,Alternanthera ficoidea,1.0,1.0,False
Alternanthera nodifera,Alternanthera nodiflora,1.0,0.94212962963,False
Alternanthera nana,Alternanthera nana,1.0,1.0,False
Alternanthera ficoides,Alternanthera ficoides,1.0,1.0,False
Alternanthera villiflora,Alternanthera villiflora,1.0,1.0,False
Alternanthera tenuissima,Alternanthera tenuissima,1.0,1.0,False
Alternanthera lorentzii,Alternanthera lorentzii,1.0,1.0,False
Alternanthera echinata,Alternanthera echinata,1.0,1.0,False
Alternanthera angustifolia,Alternanthera angustifolia,1.0,1.0,False
Alternanthera culebrasensis,Alternanthera culebrasensis,1.0,1.0,False
Alternanthera canescens,Alternanthera canescens,1.0,1.0,False
Alternanthera articulata,Alternanthera articulata,1.0,1.0,False
Alternanthera kerberi,Alternanthera kerberi,1.0,1.0,False
Alternanthera paronychioides,Alternanthera paronychioides,1.0,1.0,False
Alternanthera sessilis,Alternanthera sessilis,1.0,1.0,False
Alternanthera leucantha,Alternanthera leucantha,1.0,1.0,False
Alternanthera crucis,Alternanthera crucis,1.0,1.0,False
Alternanthera philoxeroides,Alternanthera philoxeroides,1.0,1.0,False
Alternanthera pungens,Alternanthera pungens,1.0,1.0,False
Alternanthera lanuginosa,Alternanthera lanuginosa,1.0,1.0,False
Alternanthera denticulata,Alternanthera denticulata,1.0,1.0,False
Alternanthera versicolor,Alternanthera versicolor,1.0,1.0,False
Alternanthera littoralis,Alternanthera littoralis,1.0,1.0,False
Alternanthera halimifolia,Alternanthera halimifolia,1.0,1.0,False
Alternanthera prostrata,Alternanthera prostrata,1.0,1.0,False
Alternanthera leiantha,Alternanthera leiantha,1.0,1.0,False
Alternanthera uliginosa,Alternanthera uliginosa,1.0,1.0,False
Alternanthera dubia,Alternanthera dubia,1.0,1.0,False
Alternanthera rosea,Alternanthera rosea,1.0,1.0,False
Alternanthera pulchella,Alternanthera pulchella,1.0,1.0,False
Alternanthera brachiata,Alternanthera brachiata,1.0,1.0,False
Alternanthera triandra,Alternanthera triandra,1.0,1.0,False
Alternanthera nodiflora,Alternanthera nodiflora,1.0,1.0,False
Althaea mauritiana,Althaea mauritiana,1.0,1.0,False
Althaea cannabina,Althaea cannabina,1.0,1.0,False
Althaea hirsuta,Althaea hirsuta,1.0,1.0,False
Althaea acaulis,Althaea acaulis,1.0,1.0,False
Althaea hyrcana,Althaea hyrcana,1.0,1.0,False
Althaea frutex,Althaea frutex,1.0,1.0,False
Althaea biennis,Althaea biennis,1.0,1.0,False
Althaea broussonetiifolia,Althaea broussonetiifolia,1.0,1.0,False
Althaea pallida,Althaea pallida,1.0,1.0,False
Althaea setosa,Althaea setosa,1.0,1.0,False
Althaea officinalis,Althaea officinalis,1.0,1.0,False
Althaea sinensis,Althaea sinensis,1.0,1.0,False
Althaea striata,Althaea striata,1.0,1.0,False
Althaea armeniaca,Althaea armeniaca,1.0,1.0,False
Althaea multiflora,Althaea multiflora,1.0,1.0,False
Althaea kurdica,Althaea kurdica,1.0,1.0,False
Althaea ludwigii,Althaea ludwigii,1.0,1.0,False
Althaea narbonnensis,Althaea narbonnensis,1.0,1.0,False
Althaea garipensis,Althaea garipensis,1.0,1.0,False
Althaea thuringiaca,Althaea thuringiaca,1.0,1.0,False
Althaea kotschyi,Althaea kotschyi,1.0,1.0,False
Althaea cretica,Althaea cretica,1.0,1.0,False
Althaea arborea,Althaea arborea,1.0,1.0,False
Althaea taurinensis,Althaea taurinensis,1.0,1.0,False
Althaea narbonensis,Althaea narbonensis,1.0,1.0,False
Althaea vulgaris,Althaea vulgaris,1.0,1.0,False
Althaea micrantha,Althaea micrantha,1.0,1.0,False
Althaea kragujevacensis,Althaea kragujevacensis,1.0,1.0,False
Althaea pontica,Althaea pontica,1.0,1.0,False
Althenia australis,Althenia australis,1.0,1.0,False
Altingia chinensis,Altingia chinensis,1.0,1.0,False
Altingia gracilipes,Altingia gracilipes,1.0,1.0,False
Altingia chingii,Altingia chingii,1.0,1.0,False
Altingia obovata,Altingia obovata,1.0,1.0,False
Altingia yunnanensis,Altingia yunnanensis,1.0,1.0,False
Altingia excelsa,Altingia excelsa,1.0,1.0,False
Altingia siamensis,Altingia siamensis,1.0,1.0,False
Altoparadisium chapadense,Altoparadisium chapadense,1.0,1.0,False
Alvaradoa amorphoides,Alvaradoa amorphoides,1.0,1.0,False
Alvardia arborescens,Alvardia arborescens,1.0,1.0,False
Alvordia glomerata,Alvordia glomerata,1.0,1.0,False
Alyssoides utriculatum,Alyssoides utriculata,1.0,0.990606060606,True
Alyssoides utriculata,Alyssoides utriculata,1.0,1.0,False
Alyssum lenense,Alyssum lenense,1.0,1.0,False
Alyssum atlanticum,Alyssum atlanticum,1.0,1.0,False
Alyssum robertianum,Alyssum robertianum,1.0,1.0,False
Alyssum arvaticum,Alyssum arvaticum,1.0,1.0,False
Alyssum cheirifolium,Alyssum cheirifolium,1.0,1.0,False
